cvl
0.0
0.0674774541070911
0.06804205514778816
0.026200540185860544
0.001312315932430974
0.000335708726900974
0.08929852135565286
0.008713167411838307
0.12418170997817896
0.0
0.0
0.0
0.1974577693681046
0.0
0.0
0.0
0.0
0.0
0.2310744205209589
0.0
0.0
0.0030518975172813545
0.010452748996688688
0.008560572535974253
0.07779286771550209
0.0007019364289747032
0.0
3.051897517281077e-05
0.00019837333862327
0.00015259487586405385
