tvl
2.0000610379503456
6.999954221537241
6.999954221537241
1.0000305189751728
1.0000305189751728
0.0
1.0000305189751728
0.0
6.999954221537241
0.0
0.0
0.0
1.0000305189751728
0.0
0.0
0.0
0.0
0.0
1.0000305189751728
1.0000305189751728
0.0
6.999954221537241
6.999954221537241
1.0000305189751728
6.999954221537241
0.0
0.0
0.0
1.0000305189751728
6.999954221537241
