slt
0.0
1.0000152594875864
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
1.0000152594875864
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
3.999954221537241
3.999954221537241
3.000045778462759
3.000045778462759
3.000045778462759
3.000045778462759
